Date,CPI_Index,CPI_Infl,Rural_Infl,Urban_Infl,Food_infl,Food_idx,FuelLight_infl,FuelLight_idx,Oils_infl,Oils_idx,Veg_infl,Veg_idx,Transport_infl,Transport_idx,CFPI_infl,CFPI_idx,WPI_All,WPI_All_yoy,WPI_Fuel,WPI_Fuel_yoy,WPI_Primary,WPI_Mfg,USDINR,USDINR_mom,USDINR_yoy,Year,MonthNo
2019-07-01,144.2,3.15,2.19,4.22,2.33,144.7,-0.29,139.3,0.91,122.5,2.82,160.3,1.62,125.6,2.36,143.4,121.3,0.24793388429751317,100.6,10.91510474090407,142.8,118.0,68.80830434782608,-0.908077669179086,0.16733095955443478,2019,7
2019-08-01,145.0,3.28,2.25,4.49,2.96,145.9,-1.7,138.5,0.57,122.9,6.9,167.4,1.21,125.8,2.99,144.7,121.5,-0.4098360655737654,101.2,10.000000000000009,144.0,117.8,71.145695,3.3969601116144554,2.2994468018596503,2019,8
2019-09-01,145.8,3.99,3.24,4.78,4.7,147.0,-2.18,139.2,1.15,123.5,15.47,173.2,0.08,126.1,5.11,146.0,121.3,-1.3018714401952902,100.6,9.466811751904224,143.0,117.9,71.33366315789473,0.2642017312428191,-1.2208221511355033,2019,9
2019-10-01,147.2,4.62,4.29,5.11,6.93,149.6,-2.02,140.6,1.98,123.9,26.1,188.4,-0.47,126.3,7.89,149.1,122.0,-1.2944983818770184,102.3,12.541254125412538,145.5,117.8,71.03944736842105,-0.41245013426892685,-3.5213584606211934,2019,10
2019-11-01,148.6,5.54,5.27,5.76,8.73,151.9,-1.93,142.3,2.64,124.3,36.06,199.6,0.88,126.6,10.01,151.6,122.3,-2.2382094324540303,101.3,7.537154989384276,147.2,117.8,71.451695,0.5803080497529312,-0.5602228833170964,2019,11
2019-12-01,150.4,7.35,7.33,7.46,12.16,155.0,0.7,143.7,3.03,125.7,60.5,217.0,5.02,129.8,14.19,155.3,123.0,-1.9138755980861344,103.2,6.501547987616085,148.9,118.0,71.19260476190476,-0.36260894593926896,0.6525205428176806,2019,12
2020-01-01,150.2,7.59,7.73,7.39,11.72,153.5,3.66,144.6,6.65,129.9,50.04,197.0,6.16,130.9,13.63,153.4,123.4,-2.450592885375491,104.7,3.972194637537241,147.2,118.8,71.31378260869566,0.17021128415819486,0.821277359520467,2020,1
2020-02-01,149.1,6.58,6.67,6.57,9.45,150.5,6.36,147.2,7.7,131.4,31.61,170.7,5.17,130.3,10.81,149.7,122.2,-4.6057767369242715,103.6,-1.9867549668874274,142.8,118.8,71.48851666666667,0.24502144126863357,0.3745319043990447,2020,2
2020-03-01,148.6,5.84,6.09,5.59,7.82,148.9,6.59,148.9,7.54,131.2,18.63,157.3,4.25,129.9,8.76,147.8,120.4,-7.313317936874519,99.5,-8.882783882783885,137.4,118.6,74.35069999999999,4.003696630997355,7.012302075692611,2020,3
2020-04-01,151.4,7.22,7.2,7.33,10.47,154.0,2.93,144.1,10.83,135.1,23.61,168.6,5.92,132.3,10.49,151.7,119.2,-9.696969696969692,89.8,-17.539026629935726,137.8,118.7,76.23648823529412,2.5363422742410435,9.807485423447027,2020,4
2020-05-01,150.9,6.27,6.18,6.43,8.37,152.7,1.57,142.5,11.89,136.5,5.45,150.8,6.08,132.5,9.28,151.9,117.5,-11.587659894657643,80.3,-26.867030965391624,137.3,118.2,75.65987777777778,-0.7563444629515303,8.436995250327328,2020,5
2020-06-01,151.8,6.23,6.34,6.12,7.92,154.0,0.5,141.9,11.54,136.3,3.99,156.5,8.35,135.0,8.72,153.4,119.3,-10.770381451009714,85.6,-22.67389340560073,140.9,118.6,75.72683636363637,0.08849946342135429,9.05540920427168,2020,6
2020-07-01,153.9,6.73,6.76,6.7,8.5,157.0,2.66,143.0,12.16,137.4,11.1,178.1,10.27,138.5,9.27,156.7,121.0,-10.370370370370374,90.7,-21.267361111111114,145.1,118.7,74.99339130434782,-0.9685404732432956,8.98886699090291,2020,7
2020-08-01,154.7,6.69,6.66,6.8,8.29,158.0,3.18,142.9,12.45,138.2,11.53,186.7,10.97,139.6,9.05,157.8,122.0,-10.425844346549184,92.0,-21.96776929601357,146.7,119.4,74.6719238095238,-0.42866109830851373,4.956348812846367,2020,8
2020-09-01,156.4,7.27,7.36,7.26,9.8,161.4,2.8,143.1,13.44,140.1,20.79,209.2,11.5,140.6,10.68,161.6,122.9,-10.55312954876274,91.9,-22.773109243697476,148.8,120.1,73.47124761904762,-1.6079352576196082,2.996599875182926,2020,9
2020-10-01,158.4,7.61,7.75,7.33,10.09,164.7,2.13,143.6,15.17,142.7,22.08,230.0,11.16,140.4,11.0,165.5,123.6,-12.153518123667373,90.9,-27.857142857142858,151.8,120.4,73.47511052631579,0.005257712905870626,3.4286065673667654,2020,10
2020-11-01,158.9,6.93,7.2,6.73,8.89,165.4,1.62,144.6,17.94,146.6,15.48,230.5,11.14,140.7,9.5,166.0,125.1,-12.943632567849683,94.2,-30.73529411764706,152.8,121.6,74.2197894736842,1.0135118437170743,3.8740781078520303,2020,11
2020-12-01,157.3,4.59,4.07,5.19,3.87,161.0,2.92,147.9,20.05,150.9,-10.51,194.2,9.32,141.9,3.41,160.6,125.4,-12.491277041172367,96.9,-27.57847533632287,148.0,123.3,73.59364545454545,-0.8436348628565682,3.3725984611332693,2020,12
2021-01-01,156.3,4.06,3.23,5.13,2.67,157.6,3.87,150.2,19.78,155.6,-15.84,165.8,9.4,143.2,1.96,156.4,126.5,-12.030598052851193,100.7,-25.57280118255728,144.9,125.3,73.10357368421053,-0.6659158780734864,2.5097407682545647,2021,1
2021-02-01,156.6,5.03,4.19,5.96,4.25,156.9,3.53,152.4,20.85,158.8,-6.27,160.0,11.36,145.1,3.87,155.5,128.1,-11.837577426015155,105.7,-23.571945046999275,147.1,126.0,72.75646315789474,-0.4748201884291148,1.7736365927694342,2021,2
2021-03-01,156.8,5.52,4.61,6.52,5.24,156.7,4.43,155.5,24.92,163.9,-4.96,149.5,12.55,146.2,4.87,155.0,129.9,-12.760241773002011,109.2,-24.113968033356503,147.4,127.9,72.7928,0.049943112306594095,-2.095340057322914,2021,3
2021-04-01,157.8,4.23,3.75,4.71,2.6,158.0,7.98,155.6,25.91,170.1,-14.53,144.1,10.81,146.6,3.1,156.4,132.0,-13.328956007879189,108.9,-27.976190476190467,151.5,129.9,74.47221176470588,2.307112468136796,-2.3142152943129157,2021,4
2021-05-01,160.4,6.3,6.55,5.91,5.24,160.7,11.86,159.4,30.92,178.7,-1.92,147.9,12.38,148.9,4.94,159.4,132.9,-14.258064516129032,109.8,-32.88508557457212,150.2,131.5,73.26774210526315,-1.617341060378641,-3.161696453621854,2021,5
2021-06-01,161.3,6.26,6.16,6.37,5.58,162.6,12.61,159.8,34.78,183.7,-0.7,155.4,11.63,150.7,5.15,161.3,133.7,-13.963963963963977,110.7,-33.75224416517055,153.0,131.6,73.55825909090909,0.3965141784068482,-2.863683968407027,2021,6
2021-07-01,162.5,5.59,5.49,5.82,4.46,164.0,12.38,160.7,32.53,182.1,-7.8,164.2,10.54,153.1,3.96,162.9,135.0,-12.337662337662337,115.2,-30.852340936374546,154.3,132.3,74.52696666666667,1.316925641973632,-0.6219543209991074,2021,7
2021-08-01,162.9,5.3,5.28,5.32,3.73,163.9,12.95,161.4,33.07,183.9,-11.73,164.8,10.24,153.9,3.11,162.7,136.2,-11.096605744125332,117.9,-25.942211055276378,155.4,133.2,74.18459,-0.45939970722007617,-0.6526332584746553,2021,8
2021-09-01,163.2,4.35,4.13,4.57,1.61,164.0,13.63,162.6,34.19,188.0,-22.42,162.3,9.53,154.0,0.68,162.7,137.4,-9.545753785385125,119.0,-24.87373737373738,157.7,134.0,73.56340952380953,-0.8373443543874481,0.12543941711697926,2021,9
2021-10-01,165.5,4.48,4.07,5.04,1.82,167.7,14.35,164.2,33.57,190.6,-19.43,185.3,10.9,155.7,0.85,166.9,140.7,-7.979071288423823,126.0,-20.253164556962023,163.0,135.9,74.91528421052631,1.8376998775175624,1.960083726168338,2021,10
2021-11-01,166.7,4.91,4.29,5.54,2.6,169.7,13.35,163.9,29.67,190.1,-13.58,199.2,10.02,154.8,1.87,169.1,143.7,-5.7704918032786985,136.0,-16.46191646191647,168.4,136.6,74.49651052631579,-0.5589963231450668,0.37283998593085066,2021,11
2021-12-01,166.2,5.66,5.36,5.9,4.47,168.2,10.95,164.1,24.32,187.6,-3.04,188.3,9.73,155.7,4.05,167.1,143.3,-4.784053156146173,133.8,-15.316455696202524,168.4,136.5,75.37252173913043,1.1759090548344453,2.4171601686502786,2021,12
2022-01-01,165.7,6.01,6.12,5.91,5.58,166.4,9.32,164.2,18.7,184.7,5.13,174.3,9.29,156.5,5.43,164.9,143.8,-4.578633045786318,135.3,-13.046272493573252,167.5,137.2,74.4416,-1.2350943256912994,1.830315876990385,2022,1
2022-02-01,166.1,6.07,6.38,5.75,5.93,166.2,8.73,165.7,16.44,184.9,6.06,169.7,8.13,156.9,5.85,164.6,145.3,-3.711066931742868,138.3,-12.246192893401009,167.5,138.9,75.00312631578947,0.754317902610202,3.0879224475481415,2022,2
2022-03-01,167.7,6.95,7.66,6.12,7.47,168.4,7.52,167.2,18.73,194.6,11.64,166.9,8.0,157.9,7.68,166.9,148.9,-1.3907284768211903,143.9,-7.992327365728902,170.9,142.3,76.24447142857143,1.655057827263695,4.741775874223042,2022,3
2022-04-01,170.1,7.79,8.38,7.09,8.1,170.8,10.67,172.2,17.28,199.5,15.34,166.2,10.91,162.6,8.31,169.4,152.3,0.7941760423560762,151.2,-0.9823182711198419,174.5,144.7,76.16783333333333,-0.10051626537918024,2.2768513630087472,2022,4
2022-05-01,171.7,7.04,7.08,7.08,7.84,173.3,9.54,174.6,13.26,202.4,18.26,174.9,9.47,163.0,7.97,172.1,155.0,3.748326639892907,163.6,10.094212651413192,178.5,145.0,77.319275,1.511716450732714,5.52976354712289,2022,5
2022-06-01,172.6,7.01,7.09,6.86,7.56,174.9,10.14,176.0,9.36,200.9,17.31,182.3,6.9,161.1,7.75,173.8,155.4,4.3653458697112235,167.1,14.295485636114913,181.5,143.9,78.07457727272727,0.9768615558374938,6.139783944908972,2022,6
2022-07-01,173.4,6.71,6.8,6.49,6.71,175.0,11.76,179.6,7.52,195.8,10.9,182.1,5.55,161.6,6.69,173.8,154.0,1.2491781722550943,166.6,14.580467675378262,177.1,143.2,79.60155238095237,1.9557904270056214,6.809059782323579,2022,7
2022-08-01,174.3,7.0,7.15,6.72,7.57,176.3,10.78,178.8,4.62,192.4,13.29,186.7,5.2,161.9,7.62,175.1,153.2,0.4590163934426128,159.2,6.773977196512404,178.3,143.2,79.55504736842106,-0.0584222432104764,7.239316640317162,2022,8
2022-09-01,175.3,7.41,7.56,7.27,8.41,177.8,10.39,179.5,0.37,188.7,18.18,191.8,5.39,162.3,8.6,176.7,151.9,0.06587615283266679,158.4,3.4617896799477466,175.9,142.2,80.23155454545454,0.8503636153977423,9.064486087321445,2022,9
2022-10-01,176.7,6.77,6.98,6.5,7.1,179.6,9.93,180.5,-2.15,186.5,7.77,199.7,4.62,162.9,7.01,178.6,152.9,0.2622950819672232,158.0,1.6077170418006492,181.2,141.9,82.34011666666667,2.6280958073890304,9.910971485171395,2022,10
2022-11-01,176.5,5.88,6.09,5.68,5.07,178.3,10.62,181.3,-0.63,188.9,-8.08,183.1,5.3,163.0,4.67,177.0,152.5,-0.39190071848465013,162.8,4.225352112676073,178.4,141.3,81.81051904761905,-0.6431829835650604,9.81792095982752,2022,11
2022-12-01,175.7,5.72,6.05,5.39,4.58,175.9,10.91,182.0,0.48,188.5,-15.08,159.9,4.95,163.4,4.19,174.1,150.5,-0.8563899868247793,158.0,1.4120667522464547,172.9,141.1,82.46421363636364,0.7990348873891051,9.408855818540939,2022,12
2023-01-01,176.5,6.52,6.85,6.0,6.19,176.7,10.84,182.0,1.35,187.2,-11.7,153.9,4.54,163.6,6.0,174.8,150.7,-0.3306878306878258,155.6,0.4519044544867512,174.3,141.4,81.93266315789474,-0.6445832137717877,10.063006649366413,2023,1
2023-02-01,176.8,6.44,6.72,6.1,6.26,176.6,9.9,182.1,-0.49,184.0,-11.55,150.1,4.53,164.0,5.95,174.4,150.9,-0.1984126984126866,157.6,1.7430600387346562,173.6,141.6,82.608545,0.8249235604642191,10.140135562068519,2023,2
2023-03-01,177.2,5.66,5.51,5.89,5.11,177.0,8.79,181.9,-7.91,179.2,-8.45,152.8,3.99,164.2,4.79,174.9,151.0,-0.26420079260238705,156.4,2.827087442472065,175.2,141.3,82.28857,-0.38733886427850805,7.92726142391964,2023,3
2023-04-01,178.1,4.7,4.68,4.85,4.16,177.9,5.52,181.7,-12.33,174.9,-6.5,155.4,1.17,164.5,3.84,175.9,151.1,-1.1772400261608973,152.7,0.858652575957719,177.8,141.4,82.02078235294118,-0.32542508280168914,7.6842792599778775,2023,4
2023-05-01,179.1,4.31,4.23,4.33,3.35,179.1,4.7,182.8,-16.01,170.0,-7.95,161.0,1.1,164.8,2.96,177.2,149.4,-2.671009771986965,148.6,-0.9993337774816813,175.1,140.6,82.34332380952381,0.3932435747743934,6.497796066406214,2023,5
2023-06-01,181.0,4.87,4.78,4.96,4.69,183.1,3.92,182.9,-18.17,164.4,-0.66,181.1,2.48,165.1,4.55,181.7,148.9,-3.31168831168831,146.2,-0.47651463580667963,176.1,139.9,82.23365714285714,-0.13318221999436552,5.3270603766467195,2023,6
2023-07-01,186.3,7.44,7.63,7.2,10.57,193.5,3.67,186.2,-16.8,162.9,37.4,250.2,2.48,165.6,11.51,193.8,152.1,-2.0605280103026535,145.4,-1.8893387314439791,191.7,139.5,82.15194285714286,-0.09936841988229528,3.2039456516940623,2023,7
2023-08-01,186.2,6.83,7.02,6.59,9.19,192.5,4.31,186.5,-15.33,162.9,26.08,235.4,2.47,165.9,9.94,192.5,152.5,-1.2305699481865329,149.1,0.539447066756571,190.3,139.9,82.78538571428571,0.7710625398651416,4.060507098820376,2023,8
2023-09-01,184.1,5.02,5.33,4.65,6.3,189.0,-0.11,179.3,-14.04,162.2,3.44,198.4,2.28,166.0,6.62,188.4,151.8,-1.8745959922430333,153.1,4.008152173913038,183.6,140.4,83.04746,0.3165707128777395,3.5097231637835513,2023,9
2023-10-01,185.3,4.87,5.12,4.62,6.29,190.9,-0.39,179.8,-13.73,160.9,2.8,205.3,1.96,166.1,6.61,190.4,152.5,-2.680280791320988,155.5,4.502688172043001,185.3,140.4,83.23533499999999,0.22622606398798872,1.0872201419842353,2023,10
2023-11-01,186.3,5.55,5.85,5.26,8.02,192.6,-0.77,179.9,-15.09,160.4,17.7,215.5,2.09,166.4,8.7,192.4,153.1,-2.109974424552441,156.2,4.202801867911932,187.6,140.2,83.298005,0.07529254252416351,1.8182086725487379,2023,11
2023-12-01,185.7,5.69,5.93,5.46,8.7,191.2,-0.99,180.2,-14.96,160.3,27.64,204.1,1.96,166.6,9.53,190.7,151.8,-2.504816955683997,155.8,2.6350461133069825,182.8,140.0,83.27871999999999,-0.023151814980459928,0.9877088833078806,2023,12
2024-01-01,185.5,5.1,5.34,4.92,7.58,190.1,-0.6,180.9,-14.96,159.2,27.1,195.6,1.96,166.8,8.3,189.3,151.2,-2.4516129032258083,154.9,1.9078947368421195,181.4,139.7,83.12098095238096,-0.18941098952893753,1.450359049352734,2024,1
2024-02-01,185.8,5.09,5.34,4.78,7.76,190.3,-0.77,180.7,-13.97,158.3,30.25,195.5,1.83,167.0,8.66,189.5,151.2,-2.388637830858631,154.9,0.9778357235984414,181.5,139.8,82.96364,-0.18929150086799407,0.4298526260207103,2024,2
2024-03-01,185.8,4.85,5.51,4.14,7.74,190.7,-3.35,175.8,-11.72,158.2,28.34,196.1,1.52,166.7,8.52,189.8,151.4,-2.1963824289405687,152.1,0.0,183.2,140.1,82.99762777777778,0.040967076393694235,0.8616722562778456,2024,3
2024-04-01,186.7,4.83,5.43,4.11,7.87,191.9,-4.02,174.4,-9.43,158.4,27.8,198.6,1.09,166.3,8.7,191.2,152.9,-0.8430609597924632,151.4,3.9121482498284177,187.1,141.2,83.40601111111111,0.492042175502605,1.6888753294368675,2024,4
2024-05-01,187.7,4.8,5.34,4.21,7.87,193.2,-3.67,176.1,-6.71,158.6,27.39,205.1,0.97,166.4,8.69,192.6,153.5,-0.13012361743656164,150.1,5.038488453463952,188.1,142.0,83.39294,-0.015671665551419967,1.2746828059845505,2024,5
2024-06-01,190.2,5.08,5.66,4.39,8.36,198.4,-3.61,176.3,-2.68,160.0,29.32,234.2,0.97,166.7,9.36,198.7,154.0,0.19518542615486467,146.9,3.232607167955015,192.3,142.0,83.47091578947368,0.09350406578025883,1.5045647847901966,2024,6
2024-07-01,193.0,3.6,4.1,3.03,5.06,203.3,-5.48,176.0,-1.1,161.1,6.83,267.3,2.6,169.9,5.42,204.3,155.3,0.5829015544041471,148.2,3.131524008350728,197.8,141.7,83.59465454545455,0.1482417615890963,1.7561504185244603,2024,7
2024-08-01,193.0,3.65,4.16,3.14,5.3,202.7,-5.25,176.7,-0.86,161.5,10.75,260.7,2.71,170.4,5.66,203.4,154.4,-0.5154639175257603,148.3,3.34494773519165,195.1,141.3,83.89629047619049,0.36083160146553883,1.3419092661340004,2024,8
2024-09-01,194.2,5.49,5.87,5.05,8.36,204.8,-1.34,176.9,2.53,166.3,36.04,269.9,2.71,170.5,9.24,205.8,154.7,-0.1935483870967869,147.2,2.6499302649930057,195.5,141.9,83.80821499999999,-0.10498137127468166,0.9160484860102791,2024,9
2024-10-01,196.8,6.21,6.68,5.62,9.69,209.4,-1.67,176.8,9.57,176.3,42.23,292.0,2.77,170.7,10.87,211.1,156.7,1.0315925209542165,148.8,2.4793388429752206,200.6,142.9,84.02951363636363,0.2640536328850862,0.9541364089705962,2024,10
2024-11-01,196.5,5.48,5.95,4.89,8.2,208.4,-1.83,176.6,13.28,181.7,29.37,278.8,2.7,170.9,9.04,209.8,156.4,0.1280409731114096,149.9,2.390710382513661,197.9,143.1,84.36436111111112,0.39848793627026424,1.2801700486237522,2024,11
2024-12-01,195.4,5.22,5.76,4.58,7.69,205.9,-1.33,177.8,14.6,183.7,26.56,258.3,2.64,171.0,8.39,206.7,155.7,-0.9541984732824416,151.8,2.3600809170600145,193.8,143.0,84.98622857142857,0.7371210451039056,2.050354005715471,2024,12
2025-01-01,193.4,4.26,4.59,3.87,5.68,200.9,-1.49,178.2,15.64,184.1,11.35,217.8,2.76,171.4,5.97,200.6,155.0,-1.6497461928933976,152.0,4.180945853324181,189.7,143.4,86.26574782608695,1.505560696322683,3.783361117342432,2025,1
2025-02-01,192.5,3.61,3.79,3.32,3.84,197.6,-1.33,178.3,16.36,184.2,-1.13,193.3,2.93,171.9,3.75,196.6,154.9,-2.209595959595956,153.4,4.0000000000000036,186.8,144.0,87.05475,0.9146181350026428,4.9312084185312965,2025,2
2025-03-01,192.0,3.34,3.25,3.43,2.88,196.2,1.42,178.3,17.07,185.2,-7.04,182.3,3.36,172.3,2.69,194.9,154.8,-3.731343283582089,152.1,-1.0409889394925154,185.5,144.6,86.63766315789474,-0.479108655306304,4.385710143262145,2025,3
2025-04-01,192.6,3.16,2.92,3.36,2.14,196.0,2.92,179.5,17.42,186.0,-10.98,176.8,3.67,172.4,1.78,194.6,154.2,-7.664670658682637,145.7,-19.81287837094111,185.4,144.9,85.56121666666667,-1.2424694434177819,2.5839930801683453,2025,4
2025-05-01,193.0,2.82,2.59,3.12,1.5,196.1,2.84,181.1,17.91,187.0,-13.7,177.0,3.85,172.8,0.99,194.5,153.7,,142.9,,184.8,145.0,85.189685,-0.43422905977844595,2.154552891407846,2025,5
2025-06-01,194.2,2.1,1.72,2.56,-0.15,198.1,2.55,180.8,17.75,188.4,-18.92,189.9,3.9,173.2,-1.01,196.7,153.7,,142.3,,186.1,144.7,85.90343333333333,0.8378342205788591,2.914209723054695,2025,6
2025-07-01,196.1,1.61,1.18,2.1,-0.84,201.6,2.67,180.7,19.24,192.1,-20.65,212.1,2.12,173.5,-1.76,200.7,154.4,,143.7,,188.5,144.6,86.11462173913044,0.2458439640912191,3.0145075751292882,2025,7
2025-08-01,197.0,2.07,1.69,2.47,0.05,202.8,2.32,180.8,21.24,195.8,-15.92,219.2,1.94,173.7,-0.64,202.1,155.2,,143.5,,191.0,145.0,87.51838947368421,1.6301154277913898,4.3173529806084465,2025,8
2025-09-01,197.0,1.44,1.07,1.83,-1.37,202.0,1.98,180.4,18.34,196.8,-21.42,212.1,1.82,173.6,-2.33,201.0,155.0,,143.4,,189.4,145.2,88.32259047619047,0.9188937403242337,5.386554857647874,2025,9
2025-10-01,197.3,0.25,-0.25,0.88,-3.72,201.6,1.98,180.3,11.17,196.0,-27.57,211.5,0.94,172.3,-5.02,200.5,155.1,,145.2,,188.7,145.3,88.4164,0.10621237817387552,5.220649476350103,2025,10
2025-11-01,197.9,0.71,0.1,1.4,-2.78,202.6,2.32,180.7,7.87,196.0,-22.24,216.8,0.88,172.4,-3.91,201.6,156.2,,146.4,,192.9,145.2,88.8256052631579,0.4628160196048503,5.288067251728656,2025,11
2025-12-01,198.0,1.33,0.76,2.03,-1.85,202.1,1.97,181.3,6.75,196.1,-18.47,210.6,0.76,172.3,-2.71,201.1,157.2,,148.3,,194.2,145.9,90.09127727272727,1.4248954519585189,6.006912869428072,2025,12
